OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShipVia,Freight,ProductID,UnitPrice,Discount
10258,ERNSH,1,1996-07-17 00:00:00.000,1996-08-14 00:00:00.000,1,140.51,32,25.60,0.2
10259,CENTC,4,1996-07-18 00:00:00.000,1996-08-15 00:00:00.000,3,3.25,21,8.00,0
10259,CENTC,4,1996-07-18 00:00:00.000,1996-08-15 00:00:00.000,3,3.25,37,20.80,0
10260,OTTIK,4,1996-07-19 00:00:00.000,1996-08-16 00:00:00.000,1,55.09,41,7.70,0.25
10260,OTTIK,4,1996-07-19 00:00:00.000,1996-08-16 00:00:00.000,1,55.09,57,15.60,0
10260,OTTIK,4,1996-07-19 00:00:00.000,1996-08-16 00:00:00.000,1,55.09,62,39.40,0.25
10260,OTTIK,4,1996-07-19 00:00:00.000,1996-08-16 00:00:00.000,1,55.09,70,12.00,0.25
10261,QUEDE,4,1996-07-19 00:00:00.000,1996-08-16 00:00:00.000,2,3.05,21,8.00,0
10261,QUEDE,4,1996-07-19 00:00:00.000,1996-08-16 00:00:00.000,2,3.05,35,14.40,0
10262,RATTC,8,1996-07-22 00:00:00.000,1996-08-19 00:00:00.000,3,48.29,5,17.00,0.2
10262,RATTC,8,1996-07-22 00:00:00.000,1996-08-19 00:00:00.000,3,48.29,7,24.00,0
10262,RATTC,8,1996-07-22 00:00:00.000,1996-08-19 00:00:00.000,3,48.29,56,30.40,0
10263,ERNSH,9,1996-07-23 00:00:00.000,1996-08-20 00:00:00.000,3,146.06,16,13.90,0.25
10263,ERNSH,9,1996-07-23 00:00:00.000,1996-08-20 00:00:00.000,3,146.06,24,3.60,0
10263,ERNSH,9,1996-07-23 00:00:00.000,1996-08-20 00:00:00.000,3,146.06,30,20.70,0.25
10263,ERNSH,9,1996-07-23 00:00:00.000,1996-08-20 00:00:00.000,3,146.06,74,8.00,0.25
10264,FOLKO,6,1996-07-24 00:00:00.000,1996-08-21 00:00:00.000,3,3.67,2,15.20,0
10264,FOLKO,6,1996-07-24 00:00:00.000,1996-08-21 00:00:00.000,3,3.67,41,7.70,0.15
10265,BLONP,2,1996-07-25 00:00:00.000,1996-08-22 00:00:00.000,1,55.28,17,31.20,0
10265,BLONP,2,1996-07-25 00:00:00.000,1996-08-22 00:00:00.000,1,55.28,70,12.00,0
10266,WARTH,3,1996-07-26 00:00:00.000,1996-09-06 00:00:00.000,3,25.73,12,30.40,0.05
10267,FRANK,4,1996-07-29 00:00:00.000,1996-08-26 00:00:00.000,1,208.58,40,14.70,0
10267,FRANK,4,1996-07-29 00:00:00.000,1996-08-26 00:00:00.000,1,208.58,59,44.00,0.15
10267,FRANK,4,1996-07-29 00:00:00.000,1996-08-26 00:00:00.000,1,208.58,76,14.40,0.15
10268,GROSR,8,1996-07-30 00:00:00.000,1996-08-27 00:00:00.000,3,66.29,29,99.00,0
10268,GROSR,8,1996-07-30 00:00:00.000,1996-08-27 00:00:00.000,3,66.29,72,27.80,0
10269,WHITC,5,1996-07-31 00:00:00.000,1996-08-14 00:00:00.000,1,4.56,33,2.00,0.05
10269,WHITC,5,1996-07-31 00:00:00.000,1996-08-14 00:00:00.000,1,4.56,72,27.80,0.05
10270,WARTH,1,1996-08-01 00:00:00.000,1996-08-29 00:00:00.000,1,136.54,36,15.20,0
10270,WARTH,1,1996-08-01 00:00:00.000,1996-08-29 00:00:00.000,1,136.54,43,36.80,0
10271,SPLIR,6,1996-08-01 00:00:00.000,1996-08-29 00:00:00.000,2,4.54,33,2.00,0
10272,RATTC,6,1996-08-02 00:00:00.000,1996-08-30 00:00:00.000,2,98.03,20,64.80,0
10272,RATTC,6,1996-08-02 00:00:00.000,1996-08-30 00:00:00.000,2,98.03,31,10.00,0
10272,RATTC,6,1996-08-02 00:00:00.000,1996-08-30 00:00:00.000,2,98.03,72,27.80,0
10273,QUICK,3,1996-08-05 00:00:00.000,1996-09-02 00:00:00.000,3,76.07,10,24.80,0.05
10273,QUICK,3,1996-08-05 00:00:00.000,1996-09-02 00:00:00.000,3,76.07,31,10.00,0.05
10273,QUICK,3,1996-08-05 00:00:00.000,1996-09-02 00:00:00.000,3,76.07,33,2.00,0
10273,QUICK,3,1996-08-05 00:00:00.000,1996-09-02 00:00:00.000,3,76.07,40,14.70,0.05
10273,QUICK,3,1996-08-05 00:00:00.000,1996-09-02 00:00:00.000,3,76.07,76,14.40,0.05
10274,VINET,6,1996-08-06 00:00:00.000,1996-09-03 00:00:00.000,1,6.01,71,17.20,0
10274,VINET,6,1996-08-06 00:00:00.000,1996-09-03 00:00:00.000,1,6.01,72,27.80,0
10275,MAGAA,1,1996-08-07 00:00:00.000,1996-09-04 00:00:00.000,1,26.93,24,3.60,0.05
10275,MAGAA,1,1996-08-07 00:00:00.000,1996-09-04 00:00:00.000,1,26.93,59,44.00,0.05
10276,TORTU,8,1996-08-08 00:00:00.000,1996-08-22 00:00:00.000,3,13.84,10,24.80,0
10276,TORTU,8,1996-08-08 00:00:00.000,1996-08-22 00:00:00.000,3,13.84,13,4.80,0
10277,MORGK,2,1996-08-09 00:00:00.000,1996-09-06 00:00:00.000,3,125.77,28,36.40,0
10277,MORGK,2,1996-08-09 00:00:00.000,1996-09-06 00:00:00.000,3,125.77,62,39.40,0
10278,BERGS,8,1996-08-12 00:00:00.000,1996-09-09 00:00:00.000,2,92.69,44,15.50,0
10278,BERGS,8,1996-08-12 00:00:00.000,1996-09-09 00:00:00.000,2,92.69,59,44.00,0
10278,BERGS,8,1996-08-12 00:00:00.000,1996-09-09 00:00:00.000,2,92.69,63,35.10,0
10278,BERGS,8,1996-08-12 00:00:00.000,1996-09-09 00:00:00.000,2,92.69,73,12.00,0
10279,LEHMS,8,1996-08-13 00:00:00.000,1996-09-10 00:00:00.000,2,25.83,17,31.20,0.25
10280,BERGS,2,1996-08-14 00:00:00.000,1996-09-11 00:00:00.000,1,8.98,24,3.60,0
10280,BERGS,2,1996-08-14 00:00:00.000,1996-09-11 00:00:00.000,1,8.98,55,19.20,0
10280,BERGS,2,1996-08-14 00:00:00.000,1996-09-11 00:00:00.000,1,8.98,75,6.20,0
10281,ROMEY,4,1996-08-14 00:00:00.000,1996-08-28 00:00:00.000,1,2.94,19,7.30,0
10281,ROMEY,4,1996-08-14 00:00:00.000,1996-08-28 00:00:00.000,1,2.94,24,3.60,0
10281,ROMEY,4,1996-08-14 00:00:00.000,1996-08-28 00:00:00.000,1,2.94,35,14.40,0
10282,ROMEY,4,1996-08-15 00:00:00.000,1996-09-12 00:00:00.000,1,12.69,30,20.70,0
10282,ROMEY,4,1996-08-15 00:00:00.000,1996-09-12 00:00:00.000,1,12.69,57,15.60,0
10283,LILAS,3,1996-08-16 00:00:00.000,1996-09-13 00:00:00.000,3,84.81,15,12.40,0
10283,LILAS,3,1996-08-16 00:00:00.000,1996-09-13 00:00:00.000,3,84.81,19,7.30,0
10283,LILAS,3,1996-08-16 00:00:00.000,1996-09-13 00:00:00.000,3,84.81,60,27.20,0
10283,LILAS,3,1996-08-16 00:00:00.000,1996-09-13 00:00:00.000,3,84.81,72,27.80,0
10284,LEHMS,4,1996-08-19 00:00:00.000,1996-09-16 00:00:00.000,1,76.56,27,35.10,0.25
10284,LEHMS,4,1996-08-19 00:00:00.000,1996-09-16 00:00:00.000,1,76.56,44,15.50,0
10284,LEHMS,4,1996-08-19 00:00:00.000,1996-09-16 00:00:00.000,1,76.56,60,27.20,0.25
10284,LEHMS,4,1996-08-19 00:00:00.000,1996-09-16 00:00:00.000,1,76.56,67,11.20,0.25
10285,QUICK,1,1996-08-20 00:00:00.000,1996-09-17 00:00:00.000,2,76.83,1,14.40,0.2
10285,QUICK,1,1996-08-20 00:00:00.000,1996-09-17 00:00:00.000,2,76.83,40,14.70,0.2
10285,QUICK,1,1996-08-20 00:00:00.000,1996-09-17 00:00:00.000,2,76.83,53,26.20,0.2
10286,QUICK,8,1996-08-21 00:00:00.000,1996-09-18 00:00:00.000,3,229.24,35,14.40,0
10286,QUICK,8,1996-08-21 00:00:00.000,1996-09-18 00:00:00.000,3,229.24,62,39.40,0
10287,RICAR,8,1996-08-22 00:00:00.000,1996-09-19 00:00:00.000,3,12.76,16,13.90,0.15
10287,RICAR,8,1996-08-22 00:00:00.000,1996-09-19 00:00:00.000,3,12.76,34,11.20,0
10287,RICAR,8,1996-08-22 00:00:00.000,1996-09-19 00:00:00.000,3,12.76,46,9.60,0.15
10288,REGGC,4,1996-08-23 00:00:00.000,1996-09-20 00:00:00.000,1,7.45,54,5.90,0.1
10288,REGGC,4,1996-08-23 00:00:00.000,1996-09-20 00:00:00.000,1,7.45,68,10.00,0.1
10289,BSBEV,7,1996-08-26 00:00:00.000,1996-09-23 00:00:00.000,3,22.77,3,8.00,0
10289,BSBEV,7,1996-08-26 00:00:00.000,1996-09-23 00:00:00.000,3,22.77,64,26.60,0
10290,COMMI,8,1996-08-27 00:00:00.000,1996-09-24 00:00:00.000,1,79.70,5,17.00,0
10290,COMMI,8,1996-08-27 00:00:00.000,1996-09-24 00:00:00.000,1,79.70,29,99.00,0
10290,COMMI,8,1996-08-27 00:00:00.000,1996-09-24 00:00:00.000,1,79.70,49,16.00,0
10290,COMMI,8,1996-08-27 00:00:00.000,1996-09-24 00:00:00.000,1,79.70,77,10.40,0
10291,QUEDE,6,1996-08-27 00:00:00.000,1996-09-24 00:00:00.000,2,6.40,13,4.80,0.1
10291,QUEDE,6,1996-08-27 00:00:00.000,1996-09-24 00:00:00.000,2,6.40,44,15.50,0.1
10291,QUEDE,6,1996-08-27 00:00:00.000,1996-09-24 00:00:00.000,2,6.40,51,42.40,0.1
10292,TRADH,1,1996-08-28 00:00:00.000,1996-09-25 00:00:00.000,2,1.35,20,64.80,0
10293,TORTU,1,1996-08-29 00:00:00.000,1996-09-26 00:00:00.000,3,21.18,18,50.00,0
10293,TORTU,1,1996-08-29 00:00:00.000,1996-09-26 00:00:00.000,3,21.18,24,3.60,0
10293,TORTU,1,1996-08-29 00:00:00.000,1996-09-26 00:00:00.000,3,21.18,63,35.10,0
10293,TORTU,1,1996-08-29 00:00:00.000,1996-09-26 00:00:00.000,3,21.18,75,6.20,0
10294,RATTC,4,1996-08-30 00:00:00.000,1996-09-27 00:00:00.000,2,147.26,1,14.40,0
10294,RATTC,4,1996-08-30 00:00:00.000,1996-09-27 00:00:00.000,2,147.26,17,31.20,0
10294,RATTC,4,1996-08-30 00:00:00.000,1996-09-27 00:00:00.000,2,147.26,43,36.80,0
10294,RATTC,4,1996-08-30 00:00:00.000,1996-09-27 00:00:00.000,2,147.26,60,27.20,0
10294,RATTC,4,1996-08-30 00:00:00.000,1996-09-27 00:00:00.000,2,147.26,75,6.20,0
10295,VINET,2,1996-09-02 00:00:00.000,1996-09-30 00:00:00.000,2,1.15,56,30.40,0
10296,LILAS,6,1996-09-03 00:00:00.000,1996-10-01 00:00:00.000,1,0.12,11,16.80,0
10296,LILAS,6,1996-09-03 00:00:00.000,1996-10-01 00:00:00.000,1,0.12,16,13.90,0
10296,LILAS,6,1996-09-03 00:00:00.000,1996-10-01 00:00:00.000,1,0.12,69,28.80,0
10297,BLONP,5,1996-09-04 00:00:00.000,1996-10-16 00:00:00.000,2,5.74,39,14.40,0
10297,BLONP,5,1996-09-04 00:00:00.000,1996-10-16 00:00:00.000,2,5.74,72,27.80,0
10298,HUNGO,6,1996-09-05 00:00:00.000,1996-10-03 00:00:00.000,2,168.22,2,15.20,0
10298,HUNGO,6,1996-09-05 00:00:00.000,1996-10-03 00:00:00.000,2,168.22,36,15.20,0.25
10298,HUNGO,6,1996-09-05 00:00:00.000,1996-10-03 00:00:00.000,2,168.22,59,44.00,0.25
10298,HUNGO,6,1996-09-05 00:00:00.000,1996-10-03 00:00:00.000,2,168.22,62,39.40,0
10299,RICAR,4,1996-09-06 00:00:00.000,1996-10-04 00:00:00.000,2,29.76,19,7.30,0
10299,RICAR,4,1996-09-06 00:00:00.000,1996-10-04 00:00:00.000,2,29.76,70,12.00,0
10300,MAGAA,2,1996-09-09 00:00:00.000,1996-10-07 00:00:00.000,2,17.68,66,13.60,0
10300,MAGAA,2,1996-09-09 00:00:00.000,1996-10-07 00:00:00.000,2,17.68,68,10.00,0
10301,WANDK,8,1996-09-09 00:00:00.000,1996-10-07 00:00:00.000,2,45.08,40,14.70,0
10301,WANDK,8,1996-09-09 00:00:00.000,1996-10-07 00:00:00.000,2,45.08,56,30.40,0
10302,SUPRD,4,1996-09-10 00:00:00.000,1996-10-08 00:00:00.000,2,6.27,17,31.20,0
10302,SUPRD,4,1996-09-10 00:00:00.000,1996-10-08 00:00:00.000,2,6.27,28,36.40,0
10302,SUPRD,4,1996-09-10 00:00:00.000,1996-10-08 00:00:00.000,2,6.27,43,36.80,0
10303,GODOS,7,1996-09-11 00:00:00.000,1996-10-09 00:00:00.000,2,107.83,40,14.70,0.1
10303,GODOS,7,1996-09-11 00:00:00.000,1996-10-09 00:00:00.000,2,107.83,65,16.80,0.1
10303,GODOS,7,1996-09-11 00:00:00.000,1996-10-09 00:00:00.000,2,107.83,68,10.00,0.1
10304,TORTU,1,1996-09-12 00:00:00.000,1996-10-10 00:00:00.000,2,63.79,49,16.00,0
10304,TORTU,1,1996-09-12 00:00:00.000,1996-10-10 00:00:00.000,2,63.79,59,44.00,0
10304,TORTU,1,1996-09-12 00:00:00.000,1996-10-10 00:00:00.000,2,63.79,71,17.20,0
10305,OLDWO,8,1996-09-13 00:00:00.000,1996-10-11 00:00:00.000,3,257.62,18,50.00,0.1
10305,OLDWO,8,1996-09-13 00:00:00.000,1996-10-11 00:00:00.000,3,257.62,29,99.00,0.1
10305,OLDWO,8,1996-09-13 00:00:00.000,1996-10-11 00:00:00.000,3,257.62,39,14.40,0.1
10306,ROMEY,1,1996-09-16 00:00:00.000,1996-10-14 00:00:00.000,3,7.56,30,20.70,0
10306,ROMEY,1,1996-09-16 00:00:00.000,1996-10-14 00:00:00.000,3,7.56,53,26.20,0
10306,ROMEY,1,1996-09-16 00:00:00.000,1996-10-14 00:00:00.000,3,7.56,54,5.90,0
10307,LONEP,2,1996-09-17 00:00:00.000,1996-10-15 00:00:00.000,2,0.56,62,39.40,0
10307,LONEP,2,1996-09-17 00:00:00.000,1996-10-15 00:00:00.000,2,0.56,68,10.00,0
10308,ANATR,7,1996-09-18 00:00:00.000,1996-10-16 00:00:00.000,3,1.61,69,28.80,0
10308,ANATR,7,1996-09-18 00:00:00.000,1996-10-16 00:00:00.000,3,1.61,70,12.00,0
10309,HUNGO,3,1996-09-19 00:00:00.000,1996-10-17 00:00:00.000,1,47.30,4,17.60,0
10309,HUNGO,3,1996-09-19 00:00:00.000,1996-10-17 00:00:00.000,1,47.30,6,20.00,0
10309,HUNGO,3,1996-09-19 00:00:00.000,1996-10-17 00:00:00.000,1,47.30,42,11.20,0
10309,HUNGO,3,1996-09-19 00:00:00.000,1996-10-17 00:00:00.000,1,47.30,43,36.80,0
10309,HUNGO,3,1996-09-19 00:00:00.000,1996-10-17 00:00:00.000,1,47.30,71,17.20,0
10310,THEBI,8,1996-09-20 00:00:00.000,1996-10-18 00:00:00.000,2,17.52,16,13.90,0
10310,THEBI,8,1996-09-20 00:00:00.000,1996-10-18 00:00:00.000,2,17.52,62,39.40,0
10311,DUMON,1,1996-09-20 00:00:00.000,1996-10-04 00:00:00.000,3,24.69,42,11.20,0
10311,DUMON,1,1996-09-20 00:00:00.000,1996-10-04 00:00:00.000,3,24.69,69,28.80,0
10312,WANDK,2,1996-09-23 00:00:00.000,1996-10-21 00:00:00.000,2,40.26,28,36.40,0
10312,WANDK,2,1996-09-23 00:00:00.000,1996-10-21 00:00:00.000,2,40.26,43,36.80,0
10312,WANDK,2,1996-09-23 00:00:00.000,1996-10-21 00:00:00.000,2,40.26,53,26.20,0
10312,WANDK,2,1996-09-23 00:00:00.000,1996-10-21 00:00:00.000,2,40.26,75,6.20,0
10313,QUICK,2,1996-09-24 00:00:00.000,1996-10-22 00:00:00.000,2,1.96,36,15.20,0
10314,RATTC,1,1996-09-25 00:00:00.000,1996-10-23 00:00:00.000,2,74.16,32,25.60,0.1
10314,RATTC,1,1996-09-25 00:00:00.000,1996-10-23 00:00:00.000,2,74.16,58,10.60,0.1
10314,RATTC,1,1996-09-25 00:00:00.000,1996-10-23 00:00:00.000,2,74.16,62,39.40,0.1
10315,ISLAT,4,1996-09-26 00:00:00.000,1996-10-24 00:00:00.000,2,41.76,34,11.20,0
10315,ISLAT,4,1996-09-26 00:00:00.000,1996-10-24 00:00:00.000,2,41.76,70,12.00,0
10316,RATTC,1,1996-09-27 00:00:00.000,1996-10-25 00:00:00.000,3,150.15,41,7.70,0
10316,RATTC,1,1996-09-27 00:00:00.000,1996-10-25 00:00:00.000,3,150.15,62,39.40,0
10317,LONEP,6,1996-09-30 00:00:00.000,1996-10-28 00:00:00.000,1,12.69,1,14.40,0
10318,ISLAT,8,1996-10-01 00:00:00.000,1996-10-29 00:00:00.000,2,4.73,41,7.70,0
10318,ISLAT,8,1996-10-01 00:00:00.000,1996-10-29 00:00:00.000,2,4.73,76,14.40,0
10319,TORTU,7,1996-10-02 00:00:00.000,1996-10-30 00:00:00.000,3,64.50,17,31.20,0
10319,TORTU,7,1996-10-02 00:00:00.000,1996-10-30 00:00:00.000,3,64.50,28,36.40,0
10319,TORTU,7,1996-10-02 00:00:00.000,1996-10-30 00:00:00.000,3,64.50,76,14.40,0
10320,WARTH,5,1996-10-03 00:00:00.000,1996-10-17 00:00:00.000,3,34.57,71,17.20,0
10321,ISLAT,3,1996-10-03 00:00:00.000,1996-10-31 00:00:00.000,2,3.43,35,14.40,0
10322,PERIC,7,1996-10-04 00:00:00.000,1996-11-01 00:00:00.000,3,0.40,52,5.60,0
10323,KOENE,4,1996-10-07 00:00:00.000,1996-11-04 00:00:00.000,1,4.88,15,12.40,0
10323,KOENE,4,1996-10-07 00:00:00.000,1996-11-04 00:00:00.000,1,4.88,25,11.20,0
10323,KOENE,4,1996-10-07 00:00:00.000,1996-11-04 00:00:00.000,1,4.88,39,14.40,0
10324,SAVEA,9,1996-10-08 00:00:00.000,1996-11-05 00:00:00.000,1,214.27,16,13.90,0.15
10324,SAVEA,9,1996-10-08 00:00:00.000,1996-11-05 00:00:00.000,1,214.27,35,14.40,0.15
10324,SAVEA,9,1996-10-08 00:00:00.000,1996-11-05 00:00:00.000,1,214.27,46,9.60,0
10324,SAVEA,9,1996-10-08 00:00:00.000,1996-11-05 00:00:00.000,1,214.27,59,44.00,0.15
10324,SAVEA,9,1996-10-08 00:00:00.000,1996-11-05 00:00:00.000,1,214.27,63,35.10,0.15
10325,KOENE,1,1996-10-09 00:00:00.000,1996-10-23 00:00:00.000,3,64.86,6,20.00,0
10325,KOENE,1,1996-10-09 00:00:00.000,1996-10-23 00:00:00.000,3,64.86,13,4.80,0
10325,KOENE,1,1996-10-09 00:00:00.000,1996-10-23 00:00:00.000,3,64.86,14,18.60,0
10325,KOENE,1,1996-10-09 00:00:00.000,1996-10-23 00:00:00.000,3,64.86,31,10.00,0
10325,KOENE,1,1996-10-09 00:00:00.000,1996-10-23 00:00:00.000,3,64.86,72,27.80,0
10326,BOLID,4,1996-10-10 00:00:00.000,1996-11-07 00:00:00.000,2,77.92,4,17.60,0
10326,BOLID,4,1996-10-10 00:00:00.000,1996-11-07 00:00:00.000,2,77.92,57,15.60,0
10326,BOLID,4,1996-10-10 00:00:00.000,1996-11-07 00:00:00.000,2,77.92,75,6.20,0
10327,FOLKO,2,1996-10-11 00:00:00.000,1996-11-08 00:00:00.000,1,63.36,2,15.20,0.2
10327,FOLKO,2,1996-10-11 00:00:00.000,1996-11-08 00:00:00.000,1,63.36,11,16.80,0.2
10327,FOLKO,2,1996-10-11 00:00:00.000,1996-11-08 00:00:00.000,1,63.36,30,20.70,0.2
10327,FOLKO,2,1996-10-11 00:00:00.000,1996-11-08 00:00:00.000,1,63.36,58,10.60,0.2
10328,FURIB,4,1996-10-14 00:00:00.000,1996-11-11 00:00:00.000,3,87.03,59,44.00,0
10328,FURIB,4,1996-10-14 00:00:00.000,1996-11-11 00:00:00.000,3,87.03,65,16.80,0
10328,FURIB,4,1996-10-14 00:00:00.000,1996-11-11 00:00:00.000,3,87.03,68,10.00,0
10329,SPLIR,4,1996-10-15 00:00:00.000,1996-11-26 00:00:00.000,2,191.67,19,7.30,0.05
10329,SPLIR,4,1996-10-15 00:00:00.000,1996-11-26 00:00:00.000,2,191.67,30,20.70,0.05
10329,SPLIR,4,1996-10-15 00:00:00.000,1996-11-26 00:00:00.000,2,191.67,38,210.80,0.05
10329,SPLIR,4,1996-10-15 00:00:00.000,1996-11-26 00:00:00.000,2,191.67,56,30.40,0.05
10330,LILAS,3,1996-10-16 00:00:00.000,1996-11-13 00:00:00.000,1,12.75,26,24.90,0.15
10330,LILAS,3,1996-10-16 00:00:00.000,1996-11-13 00:00:00.000,1,12.75,72,27.80,0.15
10331,BONAP,9,1996-10-16 00:00:00.000,1996-11-27 00:00:00.000,1,10.19,54,5.90,0
10332,MEREP,3,1996-10-17 00:00:00.000,1996-11-28 00:00:00.000,2,52.84,18,50.00,0.2
10332,MEREP,3,1996-10-17 00:00:00.000,1996-11-28 00:00:00.000,2,52.84,42,11.20,0.2
10332,MEREP,3,1996-10-17 00:00:00.000,1996-11-28 00:00:00.000,2,52.84,47,7.60,0.2
10333,WARTH,5,1996-10-18 00:00:00.000,1996-11-15 00:00:00.000,3,0.59,14,18.60,0
10333,WARTH,5,1996-10-18 00:00:00.000,1996-11-15 00:00:00.000,3,0.59,21,8.00,0.1
10333,WARTH,5,1996-10-18 00:00:00.000,1996-11-15 00:00:00.000,3,0.59,71,17.20,0.1
10334,VICTE,8,1996-10-21 00:00:00.000,1996-11-18 00:00:00.000,2,8.56,52,5.60,0
10334,VICTE,8,1996-10-21 00:00:00.000,1996-11-18 00:00:00.000,2,8.56,68,10.00,0
10335,HUNGO,7,1996-10-22 00:00:00.000,1996-11-19 00:00:00.000,2,42.11,2,15.20,0.2
10335,HUNGO,7,1996-10-22 00:00:00.000,1996-11-19 00:00:00.000,2,42.11,31,10.00,0.2
10335,HUNGO,7,1996-10-22 00:00:00.000,1996-11-19 00:00:00.000,2,42.11,32,25.60,0.2
10335,HUNGO,7,1996-10-22 00:00:00.000,1996-11-19 00:00:00.000,2,42.11,51,42.40,0.2
10336,PRINI,7,1996-10-23 00:00:00.000,1996-11-20 00:00:00.000,2,15.51,4,17.60,0.1
10337,FRANK,4,1996-10-24 00:00:00.000,1996-11-21 00:00:00.000,3,108.26,23,7.20,0
10337,FRANK,4,1996-10-24 00:00:00.000,1996-11-21 00:00:00.000,3,108.26,26,24.90,0
10337,FRANK,4,1996-10-24 00:00:00.000,1996-11-21 00:00:00.000,3,108.26,36,15.20,0
10337,FRANK,4,1996-10-24 00:00:00.000,1996-11-21 00:00:00.000,3,108.26,37,20.80,0
10337,FRANK,4,1996-10-24 00:00:00.000,1996-11-21 00:00:00.000,3,108.26,72,27.80,0
10338,OLDWO,4,1996-10-25 00:00:00.000,1996-11-22 00:00:00.000,3,84.21,17,31.20,0
10338,OLDWO,4,1996-10-25 00:00:00.000,1996-11-22 00:00:00.000,3,84.21,30,20.70,0
10339,MEREP,2,1996-10-28 00:00:00.000,1996-11-25 00:00:00.000,2,15.66,4,17.60,0
10339,MEREP,2,1996-10-28 00:00:00.000,1996-11-25 00:00:00.000,2,15.66,17,31.20,0.05
10339,MEREP,2,1996-10-28 00:00:00.000,1996-11-25 00:00:00.000,2,15.66,62,39.40,0
10340,BONAP,1,1996-10-29 00:00:00.000,1996-11-26 00:00:00.000,3,166.31,18,50.00,0.05
10340,BONAP,1,1996-10-29 00:00:00.000,1996-11-26 00:00:00.000,3,166.31,41,7.70,0.05
10340,BONAP,1,1996-10-29 00:00:00.000,1996-11-26 00:00:00.000,3,166.31,43,36.80,0.05
10341,SIMOB,7,1996-10-29 00:00:00.000,1996-11-26 00:00:00.000,3,26.78,33,2.00,0
10341,SIMOB,7,1996-10-29 00:00:00.000,1996-11-26 00:00:00.000,3,26.78,59,44.00,0.15
10342,FRANK,4,1996-10-30 00:00:00.000,1996-11-13 00:00:00.000,2,54.83,2,15.20,0.2
