#@ TextLoader{
#@   header+
#@   sep=tab
#@   col=ProductID:TX:0
#@   col=UnitPrice:R4:1
#@   col=Quantity:R4:2
#@   col=PayFullPrice:BL:3
#@ }
ProductID	UnitPrice	Quantity	PayFullPrice
51	42.4	2	0
20	64.8	20	1
18	50	12	1
24	3.6	10	1
63	35.1	5	1
75	6.2	6	1
1	14.4	18	1
17	31.2	15	1
43	36.8	15	1
60	27.2	21	1
75	6.2	6	1
56	30.4	4	1
11	16.8	12	1
16	13.9	30	1
69	28.8	15	1
39	14.4	60	1
72	27.8	20	1
2	15.2	40	1
36	15.2	40	0
59	44	30	0
62	39.4	15	1
19	7.3	15	1
70	12	20	1
66	13.6	30	1
68	10	20	1
40	14.7	10	1
56	30.4	20	1
17	31.2	40	1
28	36.4	28	1
43	36.8	12	1
40	14.7	40	0
65	16.8	30	0
68	10	15	0
49	16	30	1
59	44	10	1
71	17.2	2	1
18	50	25	0
29	99	25	0
39	14.4	30	0
30	20.7	10	1
53	26.2	10	1
54	5.9	5	1
62	39.4	10	1
68	10	3	1
69	28.8	1	1
70	12	5	1
4	17.6	20	1
6	20	30	1
42	11.2	2	1
43	36.8	20	1
71	17.2	3	1
16	13.9	10	1
62	39.4	5	1
42	11.2	6	1
69	28.8	7	1
28	36.4	4	1
43	36.8	24	1
53	26.2	20	1
75	6.2	10	1
36	15.2	12	1
32	25.6	40	0
58	10.6	30	0
62	39.4	25	0
34	11.2	14	1
70	12	30	1
41	7.7	10	1
62	39.4	70	1
1	14.4	20	1
41	7.7	20	1
76	14.4	6	1
17	31.2	8	1
28	36.4	14	1
76	14.4	30	1
71	17.2	30	1
35	14.4	10	1
52	5.6	20	1
15	12.4	5	1
25	11.2	4	1
39	14.4	4	1
16	13.9	21	0
35	14.4	70	0
46	9.6	30	1
59	44	40	0
63	35.1	80	0
6	20	6	1
13	4.8	12	1
14	18.6	9	1
31	10	4	1
72	27.8	40	1
4	17.6	24	1
57	15.6	16	1
75	6.2	50	1
2	15.2	25	0
11	16.8	50	0
30	20.7	35	0
58	10.6	30	0
59	44	9	1
65	16.8	40	1
68	10	10	1
19	7.3	10	0
30	20.7	8	0
38	210.8	20	0
56	30.4	12	0
26	24.9	50	0
72	27.8	25	0
54	5.9	15	1
18	50	40	0
42	11.2	10	0
47	7.6	16	0
14	18.6	10	1
21	8	10	0
71	17.2	40	0
52	5.6	8	1
68	10	10	1
2	15.2	7	0
31	10	25	0
32	25.6	6	0
51	42.4	48	0
4	17.6	18	0
23	7.2	40	1
26	24.9	24	1
36	15.2	20	1
37	20.8	28	1
72	27.8	25	1
17	31.2	20	1
30	20.7	15	1
4	17.6	10	1
17	31.2	70	0
62	39.4	28	1
18	50	20	0
41	7.7	12	0
43	36.8	40	0
33	2	8	1
59	44	9	0
2	15.2	24	0
31	10	56	0
36	15.2	40	0
55	19.2	40	0
64	26.6	50	1
68	10	4	0
76	14.4	15	1
4	17.6	35	1
8	32	70	0
8	32	70	1
19	7.3	80	1
42	11.2	9	1
17	31.2	36	0
56	30.4	20	1
25	11.2	10	1
39	14.4	50	0
40	14.7	4	1
75	6.2	6	0
1	14.4	15	0
23	7.2	25	1
54	5.9	24	1
50	13	15	0
69	28.8	18	0
38	210.8	20	0
41	7.7	13	1
44	15.5	77	0
65	16.8	10	0
24	3.6	10	1
54	5.9	20	0
11	16.8	12	0
38	210.8	50	0
1	14.4	12	1
29	99	4	1
24	3.6	25	1
57	15.6	25	1
31	10	30	1
55	19.2	12	1
69	28.8	20	1
10	24.8	30	0
26	24.9	16	1
60	27.2	8	0
24	3.6	10	0
34	11.2	10	0
36	15.2	20	0
16	13.9	56	0
31	10	70	0
60	27.2	80	0
28	36.4	30	1
29	99	35	1
38	210.8	10	1
49	16	35	1
54	5.9	28	1
39	14.4	54	0
60	27.2	55	0
25	11.2	50	1
51	42.4	20	1
54	5.9	24	1
31	10	20	1
75	6.2	12	1
76	14.4	12	1
69	28.8	30	1
71	17.2	5	1
11	16.8	24	1
65	16.8	5	1
77	10.4	5	1
34	11.2	36	1
54	5.9	18	1
65	16.8	15	1
77	10.4	7	1
21	8	5	0
28	36.4	13	0
57	15.6	25	1
64	26.6	35	0
29	99	20	1
56	30.4	18	0
1	14.4	15	0
64	26.6	30	1
74	8	20	0
36	15.2	6	0
20	64.8	12	0
38	210.8	40	0
60	27.2	70	0
72	27.8	42	0
58	10.6	80	0
71	17.2	50	0
31	10	30	1
58	10.6	15	1
14	18.6	15	1
54	5.9	10	1
31	10	42	0
28	36.4	20	0
39	14.4	20	0
71	17.2	6	1
41	7.7	8	0
63	35.1	16	0
65	16.8	20	0
30	20.7	18	0
53	26.2	20	0
60	27.2	6	0
70	12	30	1
74	8	14	1
5	17	32	1
18	50	9	1
29	99	14	1
33	2	60	1
74	8	50	1
13	4.8	20	1
50	13	15	1
56	30.4	20	1
20	64.8	28	1
60	27.2	15	1
7	24	10	0
60	27.2	20	0
68	10	8	0
24	3.6	15	1
34	11.2	10	1
24	3.6	15	1
28	36.4	6	1
59	44	12	1
71	17.2	15	1
45	7.6	15	0
52	5.6	20	0
53	26.2	40	1
10	24.8	16	1
55	19.2	15	1
62	39.4	20	1
70	12	30	1
31	10	60	0
35	14.4	40	0
46	9.6	45	1
72	27.8	24	0
13	4.8	18	1
69	28.8	50	1
2	15.2	25	0
14	18.6	42	0
25	11.2	7	0
26	24.9	70	0
31	10	32	1
13	4.8	10	1
62	39.4	10	1
46	9.6	28	0
53	26.2	70	0
69	28.8	8	1
23	7.2	40	1
71	17.2	60	1
72	27.8	21	1
21	8	10	0
51	42.4	18	0
35	14.4	30	1
55	19.2	120	0
68	10	60	1
71	17.2	30	1
76	14.4	35	1
77	10.4	14	1
29	99	21	1
35	14.4	35	1
49	16	30	1
30	20.7	18	1
56	30.4	70	1
65	16.8	20	1
71	17.2	60	1
23	7.2	60	1
63	35.1	65	1
16	13.9	21	0
48	10.2	70	0
26	24.9	30	0
42	11.2	40	0
49	16	30	0
3	8	50	1
1	14.4	10	1
21	8	30	0
28	36.4	42	0
36	15.2	5	0
40	14.7	2	0
11	16.8	30	1
69	28.8	15	1
71	17.2	15	1
37	20.8	10	1
54	5.9	6	1
62	39.4	35	1
14	18.6	12	1
21	8	12	1
33	2	49	1
59	44	16	1
41	7.7	25	0
44	15.5	40	0
59	44	9	0
14	18.6	20	0
1	14.4	24	1
62	39.4	40	1
76	14.4	14	1
19	7.3	18	0
33	2	50	1
17	31.2	2	1
33	2	20	1
19	7.3	20	1
53	26.2	10	1
57	15.6	20	1
38	210.8	50	1
46	9.6	2	0
68	10	36	0
77	10.4	35	1
2	15.2	60	1
47	7.6	55	1
61	22.8	16	1
74	8	15	1
60	27.2	60	0
69	28.8	20	0
9	77.6	20	0
13	4.8	2	0
70	12	8	0
73	12	20	0
19	7.3	4	0
26	24.9	30	1
53	26.2	15	0
77	10.4	10	0
26	24.9	2	1
31	10	14	1
59	44	20	1
35	14.4	60	0
38	210.8	49	0
68	10	30	0
55	19.2	10	0
76	14.4	20	0
56	30.4	5	1
64	26.6	7	1
14	18.6	35	1
46	9.6	20	1
50	13	40	1
63	35.1	35	0
17	31.2	45	0
21	8	50	1
56	30.4	30	1
59	44	70	0
17	31.2	50	0
40	14.7	50	0
47	7.6	30	0
26	24.9	10	1
54	5.9	40	1
56	30.4	28	1
11	16.8	6	1
76	14.4	18	0
2	15.2	10	1
22	16.8	12	1
72	27.8	10	1
46	9.6	5	1
56	30.4	40	0
64	26.6	30	0
75	6.2	24	0
53	26.2	15	1
19	7.3	15	0
34	11.2	20	0
57	15.6	15	0
12	30.4	15	1
16	13.9	16	1
64	26.6	6	1
74	8	30	1
2	15.2	45	0
16	13.9	49	0
29	99	24	0
61	22.8	90	0
27	35.1	50	1
11	16.8	30	1
54	5.9	80	1
66	13.6	60	1
11	16.8	6	0
28	36.4	12	1
17	31.2	10	1
26	24.9	15	1
35	14.4	8	1
41	7.7	30	1
39	14.4	6	1
54	5.9	15	1
19	7.3	12	0
24	3.6	20	0
31	10	3	0
52	5.6	15	0
19	7.3	40	1
65	16.8	35	1
71	17.2	2	1
26	24.9	6	1
40	14.7	20	1
10	24.8	14	1
52	5.6	20	1
62	39.4	35	1
10	24.8	20	0
54	5.9	6	0
55	19.2	120	0
64	26.6	35	0
65	16.8	28	0
77	10.4	55	0
28	36.4	15	1
44	15.5	100	0
48	10.2	15	0
70	12	25	0
16	13.9	20	0
33	2	20	0
46	9.6	10	0
39	14.4	20	1
53	26.2	50	1
61	22.8	25	1
71	17.2	30	1
21	8	40	0
49	16	21	0
59	44	36	1
26	24.9	30	1
28	36.4	30	1
43	36.8	20	1
56	30.4	15	1
71	17.2	50	1
7	24	16	0
46	9.6	20	0
72	27.8	40	1
68	10	21	0
75	6.2	4	0
21	8	40	0
30	20.7	28	0
55	19.2	60	0
13	4.8	1	1
23	7.2	21	1
19	7.3	21	1
42	11.2	50	1
4	17.6	16	0
43	36.8	3	1
56	30.4	30	0
60	27.2	20	1
24	3.6	25	1
29	99	18	0
40	14.7	20	1
45	7.6	30	0
50	13	25	1
11	16.8	10	1
46	9.6	5	1
24	3.6	28	1
25	11.2	12	1
30	20.7	8	1
43	36.8	15	1
2	15.2	40	0
16	13.9	35	0
44	15.5	2	0
18	50	30	1
23	7.2	15	1
64	26.6	8	1
7	24	30	1
56	30.4	20	1
24	3.6	80	0
51	42.4	18	1
33	2	12	1
71	17.2	12	1
14	18.6	12	1
28	36.4	18	1
40	14.7	21	1
75	6.2	10	1
31	10	35	0
66	13.6	60	0
76	14.4	42	0
55	19.2	2	0
70	12	12	1
1	14.4	15	1
21	8	21	0
39	14.4	20	0
10	24.8	20	0
38	210.8	30	1
53	26.2	28	1
59	44	60	1
64	26.6	30	1
47	7.6	30	1
59	44	12	1
49	16	24	1
60	27.2	40	1
40	14.7	10	1
34	11.2	35	0
77	10.4	30	0
21	8	14	1
40	14.7	10	1
51	42.4	3	1
2	15.2	20	0
3	8	20	0
55	19.2	30	0
70	12	60	0
11	16.8	5	1
51	42.4	25	1
74	8	16	1
19	7.3	5	1
26	24.9	30	1
54	5.9	24	0
59	44	30	1
73	12	20	0
11	16.8	15	0
16	13.9	18	1
59	44	60	1
68	10	30	1
75	6.2	36	1
44	15.5	15	0
77	10.4	7	0
25	11.2	60	0
42	11.2	20	0
65	16.8	15	0
66	13.6	10	0
69	28.8	10	0
56	30.4	30	1
23	7.2	10	1
41	7.7	20	1
77	10.4	5	1
31	10	20	0
56	30.4	14	1
72	27.8	25	1
77	10.4	25	1
24	4.5	14	1
40	18.4	5	1
42	14	30	1
28	45.6	20	1
49	20	25	1
15	15.5	12	0
28	45.6	8	0
54	7.45	20	1
45	9.5	21	1
53	32.8	6	1
67	14	30	1
14	23.25	70	1
65	21.05	20	1
2	19	12	1
21	10	12	1
53	32.8	10	1
61	28.5	25	1
62	49.3	3	1
25	14	18	0
70	15	14	0
43	46	15	0
48	12.75	15	0
13	6	10	1
39	18	10	1
28	45.6	3	1
29	123.79	36	1
75	7.75	36	0
4	22	50	0
7	30	50	0
8	40	10	0
24	4.5	10	0
46	12	9	0
47	9.5	6	0
60	34	12	0
21	10	40	0
32	32	50	0
61	28.5	15	0
20	81	39	1
28	45.6	35	1
56	38	70	1
65	21.05	39	1
75	7.75	50	1
9	97	16	0
16	17.45	50	1
27	43.9	120	1
33	2.5	16	0
60	34	84	0
18	62.5	25	0
41	9.65	80	0
42	14	20	1
52	7	6	1
59	55	4	1
70	15	6	1
24	4.5	5	1
38	263.5	15	1
44	19.45	9	1
10	31	16	0
56	38	40	1
60	34	10	0
24	4.5	8	1
53	32.8	5	1
35	18	3	1
41	9.65	10	1
68	12.5	6	1
1	18	40	0
8	40	24	1
30	25.89	20	0
40	18.4	25	0
17	39	25	0
20	81	15	0
37	26	18	0
41	9.65	6	0
10	31	2	1
30	25.89	10	1
43	46	60	1
54	7.45	15	1
36	19	30	1
40	18.4	15	0
1	18	8	0
13	6	10	1
56	38	30	0
4	22	50	0
36	19	30	0
11	21	3	1
33	2.5	8	0
72	34.8	9	1
55	24	14	1
68	12.5	20	1
69	36	10	1
17	39	40	1
43	46	25	1
61	28.5	20	1
76	18	50	1
59	55	2	1
30	25.89	15	1
66	17	24	1
4	22	50	0
72	34.8	24	1
73	15	24	0
30	25.89	10	1
40	18.4	10	0
54	7.45	10	0
11	21	50	0
40	18.4	10	0
57	19.5	5	0
59	55	15	0
12	38	15	0
31	12.5	20	1
33	2.5	30	1
60	34	35	0
31	12.5	30	1
51	53	6	1
58	13.25	20	1
72	34.8	21	1
73	15	9	1
70	15	7	1
72	34.8	1	1
13	6	8	1
21	10	15	1
33	2.5	15	1
49	20	6	1
3	10	60	1
26	31.23	40	1
38	263.5	30	1
68	12.5	35	1
24	4.5	35	0
38	263.5	4	0
65	21.05	36	0
71	21.5	9	0
11	21	15	0
54	7.45	24	0
12	38	30	0
23	9	70	0
28	45.6	7	1
67	14	7	1
11	21	10	1
7	30	10	1
35	18	30	1
62	49.3	40	1
32	32	24	0
36	19	60	1
34	14	10	0
41	9.65	14	1
31	12.5	55	0
45	9.5	100	0
51	53	48	0
17	39	8	0
19	9.2	10	1
21	10	6	0
61	28.5	10	0
16	17.45	40	0
35	18	20	0
44	19.45	40	1
69	36	18	1
75	7.75	30	1
11	21	15	1
16	17.45	14	1
22	21	24	1
31	12.5	30	1
35	18	6	1
16	17.45	30	0
23	9	20	0
62	49.3	20	0
77	13	10	0
14	23.25	30	0
19	9.2	35	0
24	4.5	18	0
51	53	20	0
56	38	40	0
72	34.8	24	1
64	33.25	30	1
75	7.75	20	1
47	9.5	25	1
51	53	20	1
52	7	30	1
53	32.8	18	1
73	15	3	1
41	9.65	12	0
55	24	18	0
30	25.89	20	1
62	49.3	15	0
44	19.45	10	1
51	53	50	1
33	2.5	20	0
62	49.3	10	0
36	19	25	1
52	7	70	1
17	39	16	0
31	12.5	6	0
55	24	25	0
24	4.5	25	0
64	33.25	18	0
11	21	35	0
18	62.5	18	0
76	18	10	1
31	12.5	60	0
51	53	3	1
59	55	40	0
10	31	5	1
31	12.5	35	0
76	18	30	1
11	21	15	0
56	38	60	0
14	23.25	11	0
42	14	28	0
16	17.45	12	0
32	32	10	0
40	18.4	50	1
75	7.75	15	0
17	39	18	1
34	14	40	1
53	32.8	25	1
33	2.5	14	1
40	18.4	2	1
62	49.3	10	1
64	33.25	6	1
59	55	12	1
63	43.9	6	1
72	34.8	30	1
76	18	10	1
1	18	10	1
31	12.5	20	1
44	19.45	21	1
39	18	10	1
75	7.75	20	1
77	13	18	1
35	18	20	1
57	19.5	6	1
15	15.5	10	1
75	7.75	21	1
14	23.25	15	0
41	9.65	9	0
65	21.05	30	0
75	7.75	50	0
57	19.5	4	1
76	18	14	1
29	123.79	10	1
60	34	24	0
69	36	10	0
31	12.5	50	0
47	9.5	15	1
52	7	4	0
26	31.23	6	1
35	18	20	1
77	13	20	1
18	62.5	40	0
42	14	100	0
35	18	4	1
1	18	20	1
77	13	60	0
3	10	14	1
7	30	10	1
54	7.45	50	1
15	15.5	25	0
26	31.23	5	0
20	81	21	0
69	36	20	0
76	18	4	0
52	7	24	1
58	13.25	30	1
35	18	30	0
61	28.5	120	0
69	36	65	0
56	38	5	0
63	43.9	24	0
75	7.75	30	0
24	4.5	35	0
57	19.5	20	1
65	21.05	12	0
27	43.9	50	1
71	21.5	9	1
62	49.3	10	1
54	7.45	4	1
73	15	30	1
13	6	60	1
59	55	35	1
77	13	5	0
22	21	48	1
49	20	25	0
48	12.75	6	0
76	18	10	0
16	17.45	30	0
59	55	20	0
60	34	70	0
71	21.5	15	0
4	22	20	0
55	24	20	0
62	49.3	10	0
7	30	45	1
17	39	100	1
33	2.5	14	1
40	18.4	42	1
72	34.8	12	1
56	38	28	1
1	18	3	1
10	31	10	1
21	10	6	1
36	19	21	0
1	18	6	1
2	19	10	1
60	34	15	1
10	31	70	1
36	19	55	1
49	20	18	1
60	34	40	1
76	18	80	1
13	6	8	0
75	7.75	40	1
11	21	14	1
21	10	8	1
39	18	5	1
55	24	5	1
38	263.5	15	0
56	38	14	1
70	15	15	0
71	21.5	15	0
59	55	30	0
6	25	70	1
56	38	20	1
68	12.5	15	1
21	10	42	1
22	21	40	1
24	4.5	5	1
52	7	5	1
19	9.2	5	1
23	9	10	1
70	15	20	1
71	21.5	15	1
2	19	20	1
68	12.5	18	0
14	23.25	21	1
19	9.2	15	0
21	10	25	0
24	4.5	3	1
35	18	30	0
28	45.6	10	1
29	123.79	6	1
44	19.45	10	1
14	23.25	3	1
42	14	5	1
60	34	10	1
53	32.8	12	1
60	34	20	1
71	21.5	20	1
62	49.3	15	1
73	15	35	0
1	18	25	1
29	123.79	20	1
64	33.25	9	1
55	24	12	0
76	18	35	1
75	7.75	8	0
2	19	30	0
33	2.5	20	0
12	38	36	0
13	6	13	0
26	31.23	35	0
62	49.3	80	0
7	30	35	1
18	62.5	50	1
51	53	15	1
75	7.75	2	1
4	22	10	0
5	21.35	15	0
22	21	40	1
4	22	25	1
58	13.25	6	1
11	21	10	1
50	16.25	25	0
56	38	60	0
45	9.5	20	1
65	21.05	21	1
72	34.8	60	1
18	62.5	8	1
69	36	20	0
70	15	15	0
2	19	50	1
40	18.4	60	1
21	10	30	0
61	28.5	20	0
28	45.6	15	0
39	18	21	0
46	12	2	0
18	62.5	4	0
43	46	20	1
46	12	21	0
18	62.5	20	1
36	19	15	1
1	18	15	0
10	31	18	0
71	21.5	30	0
77	13	35	0
19	9.2	30	1
39	18	20	1
22	21	15	1
24	4.5	15	0
28	45.6	20	1
72	34.8	15	1
30	25.89	30	1
53	32.8	25	0
54	7.45	30	1
19	9.2	12	0
22	21	20	0
30	25.89	2	0
42	14	20	1
16	17.45	30	0
60	34	20	0
4	22	12	0
39	18	20	0
54	7.45	6	0
41	9.65	20	0
14	23.25	3	0
44	19.45	28	0
47	9.5	6	0
15	15.5	50	1
41	9.65	24	1
46	12	45	1
47	9.5	10	1
56	38	45	1
60	34	30	1
21	10	60	1
40	18.4	70	0
60	34	55	0
77	13	70	0
31	12.5	20	0
40	18.4	24	0
70	15	40	0
20	81	21	1
39	18	3	0
58	13.25	49	0
68	12.5	10	1
40	18.4	30	0
42	14	30	0
51	53	20	0
10	31	24	0
56	38	12	0
65	21.05	15	0
51	53	20	1
59	55	1	1
76	18	10	1
29	123.79	36	1
65	21.05	10	1
69	36	45	0
71	21.5	14	0
31	12.5	8	0
55	24	4	0
64	33.25	15	0
36	19	30	1
23	9	32	1
46	12	60	1
67	14	25	1
73	15	50	1
75	7.75	25	1
16	17.45	10	1
62	49.3	10	1
65	21.05	12	1
38	263.5	15	0
71	21.5	12	1
16	17.45	3	1
42	14	6	1
43	46	6	1
23	9	5	1
14	23.25	30	1
53	32.8	10	1
58	13.25	30	1
10	31	2	1
19	9.2	7	1
44	19.45	21	1
26	31.23	30	0
33	2.5	8	0
12	38	100	1
33	2.5	30	1
41	9.65	120	1
54	7.45	30	1
59	55	12	1
16	17.45	50	0
31	12.5	20	0
42	14	40	0
19	9.2	30	0
21	10	12	0
64	33.25	28	1
33	2.5	30	1
66	17	4	1
75	7.75	30	1
52	7	9	1
40	18.4	20	1
47	9.5	40	1
60	34	30	1
10	31	20	1
41	9.65	4	1
47	9.5	15	1
17	39	30	0
26	31.23	15	1
9	97	50	0
29	123.79	10	1
36	19	6	0
10	31	18	0
28	45.6	60	0
34	14	14	1
1	18	35	0
56	38	20	0
77	13	30	0
1	18	30	1
29	123.79	40	1
43	46	40	1
44	19.45	24	1
62	49.3	48	1
63	43.9	20	1
9	97	6	1
54	7.45	60	0
69	36	30	0
73	15	15	0
7	30	90	1
59	55	25	1
70	15	50	1
8	40	10	1
12	38	4	1
24	4.5	20	1
17	39	20	1
46	12	18	1
19	9.2	7	0
35	18	9	0
58	13.25	30	0
70	15	30	0
11	21	15	1
17	39	8	0
29	123.79	12	0
65	21.05	65	0
70	15	8	0
47	9.5	12	1
1	18	5	0
34	14	12	0
68	12.5	40	0
71	21.5	60	0
59	55	42	0
71	21.5	20	0
76	18	35	0
3	10	6	1
76	18	15	1
2	19	5	1
59	55	35	1
73	15	35	1
4	22	6	1
24	4.5	35	1
48	12.75	24	1
31	12.5	20	1
32	32	4	1
16	17.45	20	1
43	46	24	1
59	55	8	1
55	24	21	1
57	19.5	40	1
70	15	28	0
5	21.35	4	1
36	19	5	1
8	40	40	1
51	53	28	1
60	34	10	1
19	9.2	5	1
47	9.5	5	1
19	9.2	12	1
41	9.65	42	1
53	32.8	120	1
53	32.8	3	0
56	38	30	1
10	31	18	1
26	31.23	30	1
45	9.5	110	1
46	12	24	1
2	19	30	0
17	39	27	0
47	9.5	50	0
56	38	18	0
58	13.25	12	0
10	31	21	1
71	21.5	30	1
21	10	5	1
51	53	7	1
61	28.5	10	1
21	10	32	0
54	7.45	15	1
69	36	25	0
12	38	36	1
16	17.45	20	1
36	19	40	1
62	49.3	20	1
18	62.5	12	0
30	25.89	3	0
54	7.45	40	0
35	18	21	1
71	21.5	8	1
44	19.45	50	0
2	19	3	1
31	12.5	50	1
68	12.5	45	1
75	7.75	42	1
26	31.23	15	1
10	31	16	1
61	28.5	5	1
41	9.65	12	1
52	7	4	1
55	24	6	1
4	22	25	1
11	21	5	1
17	39	20	0
56	38	10	0
59	55	10	0
30	25.89	15	1
40	18.4	6	1
55	24	12	1
60	34	15	1
1	18	50	1
21	10	30	1
50	16.25	40	1
16	17.45	15	0
31	12.5	3	0
65	21.05	10	0
21	10	40	0
51	53	30	0
76	18	20	1
14	23.25	16	1
28	45.6	20	1
52	7	25	1
6	25	30	1
30	25.89	15	1
76	18	20	1
61	28.5	20	0
77	13	2	0
65	21.05	40	1
75	7.75	20	1
13	6	4	1
41	9.65	12	1
16	17.45	3	1
36	19	6	1
52	7	18	1
28	45.6	5	0
35	18	35	0
45	9.5	40	0
56	38	14	0
2	19	15	0
3	10	20	1
60	34	50	1
72	34.8	35	1
46	12	28	0
40	18.4	50	0
18	62.5	24	1
44	19.45	16	1
59	55	45	1
72	34.8	7	1
13	6	6	1
42	14	28	1
62	49.3	9	1
69	36	40	1
31	12.5	8	1
41	9.65	35	1
63	43.9	9	1
69	36	30	1
23	9	44	1
40	18.4	40	1
56	38	28	1
56	38	15	1
59	55	6	1
76	18	10	1
14	23.25	5	0
45	9.5	40	0
59	55	25	0
26	31.23	12	0
30	25.89	30	1
50	16.25	20	0
73	15	15	1
1	18	8	1
69	36	3	1
45	9.5	4	1
74	10	5	1
40	18.4	3	1
47	9.5	30	0
56	38	30	0
57	19.5	14	0
69	36	25	0
18	62.5	21	0
36	19	20	0
68	12.5	6	0
69	36	20	0
34	14	30	1
59	55	7	1
62	49.3	30	1
64	33.25	24	1
26	31.23	20	1
52	7	60	1
70	15	40	1
32	32	10	1
25	14	12	0
27	43.9	40	1
43	46	30	0
25	14	35	0
75	7.75	18	1
39	18	16	1
47	9.5	30	1
51	53	28	1
56	38	60	1
21	10	40	1
22	21	6	1
24	4.5	20	1
3	10	20	0
39	18	130	0
65	21.05	80	0
2	19	40	1
7	30	35	1
68	12.5	40	1
42	14	2	1
22	21	4	1
31	12.5	50	1
60	34	15	1
71	21.5	12	1
41	9.65	30	0
52	7	15	0
61	28.5	20	1
62	49.3	15	1
11	21	15	0
71	21.5	16	1
29	123.79	18	1
59	55	25	1
17	39	33	1
31	12.5	70	0
75	7.75	7	0
31	12.5	2	0
66	17	50	1
10	31	6	1
67	14	3	1
31	12.5	16	0
42	14	12	0
45	9.5	27	0
51	53	120	0
42	14	20	0
41	9.65	10	1
16	17.45	20	1
62	49.3	20	1
70	15	35	1
77	13	15	1
54	7.45	3	0
56	38	20	0
74	10	35	1
31	12.5	1	1
31	12.5	10	1
38	263.5	5	1
36	19	30	1
39	18	2	0
72	34.8	30	0
10	31	10	1
75	7.75	10	1
8	40	30	0
30	25.89	15	0
75	7.75	42	0
2	19	15	0
29	123.79	20	0
19	9.2	50	0
75	7.75	40	0
18	62.5	30	1
35	18	15	1
63	43.9	30	1
68	12.5	18	1
7	30	3	0
56	38	20	0
29	123.79	14	0
41	9.65	20	0
2	19	10	1
54	7.45	3	1
68	12.5	15	1
41	9.65	14	1
52	7	8	1
14	23.25	15	0
54	7.45	6	0
16	17.45	65	1
17	39	35	0
26	31.23	21	0
44	19.45	10	1
64	33.25	35	0
69	36	24	0
11	21	20	1
62	49.3	2	1
72	34.8	10	1
13	6	20	0
24	4.5	20	0
59	55	25	1
11	21	50	0
51	53	10	0
54	7.45	7	0
17	39	40	0
29	123.79	20	0
30	25.89	25	0
51	53	30	0
55	24	60	0
62	49.3	5	0
19	9.2	24	0
25	14	15	0
59	55	15	0
10	31	36	1
28	45.6	24	1
49	20	4	0
34	14	10	1
38	263.5	10	1
2	19	20	0
65	21.05	2	1
74	10	15	0
40	18.4	1	1
56	38	20	0
76	18	50	0
52	7	20	1
13	6	7	1
25	14	5	1
70	15	5	1
19	9.2	15	1
23	9	18	1
40	18.4	30	1
31	12.5	16	0
72	34.8	40	0
77	13	20	1
2	19	12	0
46	12	35	1
41	9.65	20	1
43	46	20	0
48	12.75	8	0
61	28.5	30	0
33	2.5	16	1
38	263.5	30	0
62	49.3	20	0
26	31.23	40	0
38	263.5	30	1
40	18.4	60	0
